"address","location/lat","location/lng","name","numberOfGuests","pricing/rate/amount","pricing/rate/amount_formatted","pricing/rate/currency","pricing/rate/is_micros_accuracy","pricing/rate_type","pricing/rate_with_service_fee/amount","pricing/rate_with_service_fee/amount_formatted","pricing/rate_with_service_fee/currency","pricing/rate_with_service_fee/is_micros_accuracy","roomType","stars","url"
"Paris, Île-de-France, France","48.85672","2.40797","Paris 20 : Studio tout confort","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/44084090"
"Paris, Île-de-France, France","48.85079","2.39117","Chambre privée dans loft : campagne à Paris","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Private room in loft","5","https://www.airbnb.com/rooms/12969467"
"Paris, Île-de-France, France","48.8765","2.29803","CHAMPS-ELYSEES: 2-room flat, quiet, sunny, safe","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/45892341"
"Paris, Île-de-France, France","48.85531","2.34072","CHARMANT STUDIO MEZZANINE QUARTIER LATIN","2","63","€63","EUR","false","nightly","63","€63","EUR","false","Entire rental unit",,"https://www.airbnb.com/rooms/48557088"
"Paris, Ile-de-France, France","48.856","2.362","Marais Studio, comfort in the heart of Paris","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/74561"
"Paris, Île-de-France, France","48.86622","2.36888","SPACIOUS BRIGHT QUIET FLAT IN « LE MARAIS » 3PERS","3","63","€63","EUR","false","nightly","63","€63","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/23749048"
"Paris, Île-de-France, France","48.86424","2.37787","Park vue loft - Mobility Lease","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/5824196"
"Paris, Île-de-France, France","48.86741","2.3851","Lovely flat for 2, in Paris at Ménilmontant","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/16992820"
"Paris, Île-de-France, France","48.8664","2.38536","Bright & Cosy - Lively Menilmontant","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/5232877"
"Saint-Mandé, Île-de-France, France","48.84938","2.41625","Studio cosy à 300 m du Métro - Ligne 1","2","63","€63","EUR","false","nightly","63","€63","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/33368795"
"Paris, Île-de-France, France","48.87213","2.36059","✱ Chaming apt Close to the Canal Saint Martin ✱","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/53527064"
"Paris, Île-de-France, France","48.88252","2.37246","Appartement lumineux Proche Buttes Chaumont","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/47880273"
"Paris, Île-de-France, France","48.86508","2.35041","Studio bien situé dans le centre de la capitale","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/44524566"
"Paris, Île-de-France, France","48.883","2.32639","Sunny central studio near Montmartre","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire condo","4.5","https://www.airbnb.com/rooms/3207046"
"Paris, Île-de-France, France","48.87893","2.32528","Warm studio next to Opéra and Montmartre","2","63","€63","EUR","false","nightly","63","€63","EUR","false","Entire rental unit","4","https://www.airbnb.com/rooms/53811542"
"Paris, Île-de-France, France","48.83607","2.39173","Petite apartment with tv,  at the heart of Paris","1","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/54279639"
"Paris, Île-de-France, France","48.87382","2.30945","Studio proche des Champs Elysées","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/18154166"
"Paris, Île-de-France, France","48.88424","2.35939","Cosy studio canal st martin","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/23663784"
"Paris, Île-de-France, France","48.87261","2.35713","✬ Lovely Scarlett House Studio apartment - Paris ✬","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/51297027"
"Paris, Île-de-France, France","48.87856","2.29358","Small lovely apartment - Triumphal Arch Paris","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire condo","5","https://www.airbnb.com/rooms/35870162"
"Paris, Île-de-France, France","48.869","2.347","Room street view - Chambre sur rue","1","64","€64","EUR","false","nightly","64","€64","EUR","false","Private room in rental unit","5","https://www.airbnb.com/rooms/22237408"
"Paris, Île-de-France, France","48.851","2.349","Studio confortable près Notre Dame et Saint Michel","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/40609014"
"Paris, Île-de-France, France","48.86501","2.35623","GuestReady - Amazing Studio 2 mins to Arts et Métiers Metro!","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/42960520"
"Paris, Île-de-France, France","48.88556","2.33676","Studio in Montmartre/Sacré Coeur","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire place","4.5","https://www.airbnb.com/rooms/3780399"
"Paris, Île-de-France, France","48.88551","2.31885","LOVELY PARISIAN APARTMENT","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/17596703"
"Paris, Île-de-France, France","48.865","2.35","Private Room in Little Cozy Flat in Paris Heart","1","64","€64","EUR","false","nightly","64","€64","EUR","false","Private room in rental unit","5","https://www.airbnb.com/rooms/30016385"
"Paris, Île-de-France, France","48.88846","2.30993","Grand Studio / Pereire/ Malesherbes","4","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/45679601"
"Paris, Île-de-France, France","48.8293","2.33215","巴黎清静小屋1 室1厅,近14区Denfet- Rochreau","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/5913345"
"Paris, Île-de-France, France","48.8429","2.28228","Chambre  très confortable","2","53","€53","EUR","false","nightly","53","€53","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/40425997"
"Paris, Île-de-France, France","48.86041","2.31092","Studio charmant aux Invalides","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit",,"https://www.airbnb.com/rooms/51137906"
"Paris, Île-de-France, France","48.83156","2.3701","Lumineux 2 pièces  28m2","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/4445375"
"Paris, Île-de-France, France","48.8407","2.30892","Nice room in a lovely flat","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Private room in rental unit","5","https://www.airbnb.com/rooms/44164719"
"Paris, Île-de-France, France","48.87893","2.3262","Well located flat for 2 people near Montmartre and Opéra","2","64","€64","EUR","false","nightly","64","€64","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/52632412"
"Paris, Île-de-France, France","48.87044","2.39074","Charmant studio lumineux et fonctionnel - 20eme","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/35175646"
"Paris, Île-de-France, France","48.89134","2.3456","Lovely flat 15 min from Montmartre","4","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/12350106"
"Paris, Île-de-France, France","48.85573","2.40486","Appart cosy & couleurs","3","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit",,"https://www.airbnb.com/rooms/593237939971014800"
"Paris, Île-de-France, France","48.885","2.33235","Moulin Rouge confortable bedroom and its bathroom","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Private room in rental unit","5","https://www.airbnb.com/rooms/12897038"
"Paris, Île-de-France, France","48.84397","2.33131","Studio,(PHONE NUMBER HIDDEN) rue Bréa 5ème étage","1","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/12126127"
"Paris, Île-de-France, France","48.86704","2.29995","Golden Triangle | Paris 8eme","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/52611091"
"Paris, France, France","48.87388","2.39131","Lieu insolite du village Jourdain","4","63","€63","EUR","false","nightly","63","€63","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/1869182"
"Paris, Île-de-France, France","48.8644","2.34969","Studio 16m2 au centro de Paris","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/50280476"
"Paris, Île-de-France, France","48.87685","2.36769","Charming Bright Sunny Studio near Canal St Martin","2","64","€64","EUR","false","nightly","64","€64","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/50888750"
"Paris, Île-de-France, France","48.89023","2.36294","Cosy & comfy Parisian flat near Montmartre-Pigalle","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/18467705"
"Paris, Île-de-France, France","48.83227","2.34028","Studio Paris 14","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/32176756"
"Paris, Île-de-France, France","48.88007","2.33834","Paris : Charmant studio à South Pigalle","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/31020933"
"Paris, Île-de-France, France","48.85757","2.36445","Charmant Studio au coeur du Marais","2","63","€63","EUR","false","nightly","63","€63","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/8974098"
"Paris, Île-de-France, France","48.87131","2.36624","Appartement sous les toits simple et charmant","2","64","€64","EUR","false","nightly","64","€64","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/32161847"
"Paris, Île-de-France, France","48.83394","2.34322","Charmant studio typiquement parisien","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/41711491"
"Paris, Île-de-France, France","48.88464","2.33936","Logement entier -sans accès cuisine-","2","63","€63","EUR","false","nightly","63","€63","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/38711734"
"Paris, Île-de-France, France","48.87412","2.38792","2 persons flat in the center of paris","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/50907657"
"Paris, Île-de-France, France","48.8792","2.32575","Cosy studio in the 8th neighborhood","2","64","€64","EUR","false","nightly","64","€64","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/39595113"
"Paris, Île-de-France, France","48.84057","2.31605","Montparnasse Elegant 70m2 1 bedroom","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/1515257"
"Paris, Île-de-France, France","48.82931","2.32395","Studio lumineux à Alesia proche metro & commodités","2","64","€64","EUR","false","nightly","64","€64","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/43623484"
"Paris 14e, France","48.83655","2.32257","Charming apartment - Montparnasse - By Lokeys🗝","2","64","€64","EUR","false","nightly","64","€64","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/33395678"
"Paris, Île-de-France, France","48.82833","2.34491","CHAMBRE PRIVEE ds grand appart BUTTES AUX CAILLES","1","65","€65","EUR","false","nightly","65","€65","EUR","false","Private room in condo","5","https://www.airbnb.com/rooms/42848599"
"Paris, Île-de-France, France","48.87291","2.35692","Faubourg Saint Martin","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/30739764"
"Paris, Île-de-France, France","48.87118","2.30368","Luxury Studio - Champs Elysées - Paris 8th (D)","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire condo",,"https://www.airbnb.com/rooms/54178341"
"Paris, IDF, France","48.849","2.397","Chambre privée et petit déjeuner / Nation-Bastille","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Private room in rental unit","5","https://www.airbnb.com/rooms/7428521"
"Paris, Île-de-France, France","48.85504","2.37875","Lovely studio near Bastille","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/43751194"
"Paris, Île-de-France, France","48.867","2.359","Escale dans le Marais","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/50167680"
"Paris, Île-de-France, France","48.83535","2.31855","Calme, lumineux et bien situe / Perfect apartment","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit",,"https://www.airbnb.com/rooms/35874056"
"Paris, Île-de-France, France","48.85588","2.37173","Studio Bastille en bail mobilité","1","63","€63","EUR","false","nightly","63","€63","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/16175229"
"Paris, Île-de-France, France","48.88057","2.357","Chambre d'Hôtel face à la gare du Nord","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Room in hotel","4.5","https://www.airbnb.com/rooms/50581888"
"Paris, Île-de-France, France","48.849","2.276","Room in a lightful appartment","1","65","€65","EUR","false","nightly","65","€65","EUR","false","Private room in rental unit","5","https://www.airbnb.com/rooms/5082435"
"Paris, Île-de-France, France","48.83903","2.3981","Cosy quiet appatment inside Paris","4","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/703448"
"Paris, Île-de-France, France","48.88984","2.37499","Appartement Confortable","3","64","€64","EUR","false","nightly","64","€64","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/6165351"
"Paris, Île-de-France, France","48.82334","2.36511","Bel Studio 15 min to Chatelet ,  Olympiades","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire condo","4.5","https://www.airbnb.com/rooms/32374804"
"Paris, Île-de-France, France","48.837","2.398","Paris 12 Entrée indép. Vélos Parking Jardin privé","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Private room in rental unit","5","https://www.airbnb.com/rooms/26614040"
"Paris, Île-de-France, France","48.89434","2.32298","Appartement GUY MOQUET (15minutes des Batignolles)","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/25716258"
"Paris, Île-de-France, France","48.86506","2.35222","A little studio in the heart of Paris.","2","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/19975532"
"Paris, Île-de-France, France","48.84361","2.35443","Room studio in heart of Latin quarter","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Private room in rental unit","5","https://www.airbnb.com/rooms/3641572"
"Paris, Île-de-France, France","48.84851","2.35321","5th Heaven: Quartier Latin Studio","2","76","€76","EUR","false","nightly","76","€76","EUR","false","Entire guesthouse","5","https://www.airbnb.com/rooms/192162"
"Paris, Île-de-France, France","48.886","2.325","Spacious and bright flat at the heart of Paris","4","77","€77","EUR","false","nightly","77","€77","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/21975138"
"Paris, Île-de-France, France","48.876","2.329","Excellent emplacement Paris Centre","2","76","€76","EUR","false","nightly","76","€76","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/54322475"
"Paris, Île-de-France, France","48.875","2.354","beautiful Paris view in the center","4","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/1264514"
"Paris, Île-de-France, France","48.86449","2.34915","Charming Studio In The Heart Of Paris","2","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/53888475"
"Paris, Île-de-France, France","48.88521","2.34422","Joli appartement aux pieds du sacré cœur","2","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/50563646"
"Paris, Île-de-France, France","48.86109","2.36141","Chez vous au coeur du Marais","1","77","€77","EUR","false","nightly","77","€77","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/24506325"
"Paris, Île-de-France, France","48.85828","2.35542","Neuf Studio in centre Marais - En face de BHV","2","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire condo","4.5","https://www.airbnb.com/rooms/51529464"
"Paris, Île-de-France, France","48.84467","2.40355","Paris 12è : chambre indépendante sur cour fleurie","2","77","€77","EUR","false","nightly","77","€77","EUR","false","Private room in home","5","https://www.airbnb.com/rooms/24878086"
"Paris, Île-de-France, France","48.89034","2.34869","Cosy/Chic apartment Montmartre / near Sacré Coeur","2","77","€77","EUR","false","nightly","77","€77","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/40976625"
"Paris, Île-de-France, France","48.855","2.339","Studio à Saint Germain des prés, proche odéon","2","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/21207545"
"Paris, Île-de-France, France","48.853","2.358","Luxurious & Stylish Residence","2","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/36364487"
"Paris, Île-de-France, France","48.84193","2.33996","Sunny apartment overlooking Val de Grace/balcony","2","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire rental unit",,"https://www.airbnb.com/rooms/50122803"
"Paris, Île-de-France, France","48.82954","2.34929","Studio in a village on the Left Bank","2","75","€75","EUR","false","nightly","75","€75","EUR","false","Private room in bed and breakfast","5","https://www.airbnb.com/rooms/7965147"
"Paris, Île-de-France, France","48.83396","2.34583","Studio PARIS","2","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/46810978"
"Paris, Île-de-France, France","48.86747","2.34871","Comfortable Studio in the Heart of Paris","2","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire rental unit","4","https://www.airbnb.com/rooms/28757796"
"Paris, Île-de-France, France","48.87287","2.39115","Appartement 30m2 charmant et très lumineux à Paris","2","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/33772368"
"Paris, Île-de-France, France","48.869","2.368","Paris centre république super appartement","2","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire condo","4.5","https://www.airbnb.com/rooms/54314233"
"Paris, Île-de-France, France","48.85466","2.37195","Place de la Bastille.","2","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/2488829"
"Paris, Île-de-France, France","48.8663","2.33248","Spacious studio a stone's throw from the Louvre","2","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/18470701"
"Paris, Île-de-France, France","48.8657","2.36657","Studio with balcony in Republique","1","77","€77","EUR","false","nightly","77","€77","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/7798026"
"Paris, Île-de-France, France","48.87844","2.3639","Superbe appartement en plein coeur de Paris 10","4","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire rental unit",,"https://www.airbnb.com/rooms/51918848"
"Paris, Île-de-France, France","48.87536","2.37269","Appartement neuf architecte proche canal St Martin","4","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/48281974"
"Paris, Île-de-France, France","48.86981","2.35056","Entire flat w/private room at the heart of Paris","2","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire condo","5","https://www.airbnb.com/rooms/48227489"
"Paris-4E-Arrondissement, Île-de-France, France","48.85491","2.36477","Marais Saint Paul Saint Antoine 16m2","2","77","€77","EUR","false","nightly","77","€77","EUR","false","Entire condo","4.5","https://www.airbnb.com/rooms/21902223"
"Paris, Île-de-France, France","48.86632","2.3485","Cosy apartment at the center of Paris","2","76","€76","EUR","false","nightly","76","€76","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/47823298"
"Paris, Île-de-France, France","48.8841","2.32515","AN AMAZING STUDIO WITH GARDEN","4","75","€75","EUR","false","nightly","75","€75","EUR","false","Private room in loft","4.5","https://www.airbnb.com/rooms/4022383"
"Paris, Île-de-France, France","48.83456","2.31316","Grand et Lumineux appartement / loft parisien !","2","77","€77","EUR","false","nightly","77","€77","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/25938470"
"Paris, Île-de-France, France","48.84967","2.38983","★ Atelier d'artiste","2","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/26616764"
"Paris, Île-de-France, France","48.872","2.353","Jolie studette Faubourg Saint Denis","2","76","€76","EUR","false","nightly","76","€76","EUR","false","Private room in rental unit","5","https://www.airbnb.com/rooms/15334339"
"Paris, Île-de-France, France","48.86648","2.33408","Studio in the Heart of Paris","2","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/8679687"
"Paris, Île-de-France, France","48.88201","2.36712","Cozy apartment Canal Saint Martin","2","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/9069582"
"Paris, Île-de-France, France","48.86203","2.35044","Cosy studio apartment in the heart of Paris","2","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/22359501"
"Paris, Île-de-France, France","48.88665","2.32752","1 Bedroom apartment Paris Town Cent","2","76","€76","EUR","false","nightly","76","€76","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/5724863"
"Paris, Île-de-France, France","48.874","2.351","QUIET STUDIO IN THE HEART OF PARIS","3","76","€76","EUR","false","nightly","76","€76","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/486547"
"Paris, Île-de-France, France","48.85475","2.31849","Calme et tranquille aux Invalides","1","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/46069103"
"Paris, Île-de-France, France","48.85437","2.36869","Studio Place de la Bastille","2","76","€76","EUR","false","nightly","76","€76","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/5678736"
"Paris, Île-de-France, France","48.87612","2.34058","Calm and charm near the Heart of Paris","2","78","€78","EUR","false","nightly","78","€78","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/19030481"
"Paris, Île-de-France, France","48.85036","2.37561","Studio neuf à Paris : Bastille- Gare de Lyon","2","78","€78","EUR","false","nightly","78","€78","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/42126247"
"Paris, Île-de-France, France","48.86418","2.40638","Cozy, spacious apartment in a vibrant district","2","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/27397459"
"Paris, Île-de-France, France","48.88159","2.28709","Cosy apartment in Paris - Near Arc de Triomphe","2","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/36442306"
"Paris, Île-de-France, France","48.87143","2.36354","Chic and cosy central flat","2","76","€76","EUR","false","nightly","76","€76","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/215763"
"Paris, Île-de-France, France","48.86207","2.35232","Studio Paris center","2","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/38771630"
"Paris, Île-de-France, France","48.86411","2.35137","Modern Studio Apt In The Heart Of Paris","2","78","€78","EUR","false","nightly","78","€78","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/50434264"
"Paris, Île-de-France, France","48.86927","2.35986","Charmant studio en plein coeur de Paris","2","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/15320657"
"Paris, Île-de-France, France","48.827","2.346","Paris Bed and Breakfast - XIII district","2","77","€77","EUR","false","nightly","77","€77","EUR","false","Private room in home","5","https://www.airbnb.com/rooms/13134930"
"Paris, Île-de-France, France","48.89177","2.33851","Studio cosy. Montmartre. Sacre coeur.","2","76","€76","EUR","false","nightly","76","€76","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/31398211"
"Paris, Île-de-France, France","48.86252","2.36007","☀️ Superb T2 - 4 people - Full center of Paris ☀️","4","78","€78","EUR","false","nightly","78","€78","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/35900563"
"Paris, Île-de-France, France","48.86743","2.3526","Typical Parisian Home in Le Marais !","2","79","€79","EUR","false","nightly","79","€79","EUR","false","Entire rental unit",,"https://www.airbnb.com/rooms/54337739"
"Paris, Île-de-France, France","48.87345","2.35395","Comfortable & calm flat in lively Paris Center","2","78","€78","EUR","false","nightly","78","€78","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/53769782"
"Paris, Île-de-France, France","48.86594","2.34865","Independant Studio in the heart of paris","2","79","€79","EUR","false","nightly","79","€79","EUR","false","Private room in rental unit","5","https://www.airbnb.com/rooms/34566662"
"Paris, Île-de-France, France","48.83047","2.32783","SINGLE","1","79","€79","EUR","false","nightly","79","€79","EUR","false","Room in hotel","4.5","https://www.airbnb.com/rooms/45427117"
"Paris, Île-de-France, France","48.86491","2.38079","PARIS OBERKAMPF WITH BALCONY","4","78","€78","EUR","false","nightly","78","€78","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/50095257"
"Paris, Île-de-France, France","48.86967","2.35015","Studio very central!","2","78","€78","EUR","false","nightly","78","€78","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/40838558"
"Paris, Île-de-France, France","48.89495","2.33215","Logement Moderne proche Montmartre","2","78","€78","EUR","false","nightly","78","€78","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/51166091"
"Paris, Île-de-France, France","48.84616","2.29488","Cute Studio in Paris 15","2","78","€78","EUR","false","nightly","78","€78","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/13648143"
"Paris, Île-de-France, France","48.88969","2.34145","*Lovely parisian flat in Montmartre*","2","78","€78","EUR","false","nightly","78","€78","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/52161936"
"Paris, Île-de-France, France","48.882","2.325","Bright and charming studio with view on Paris","2","77","€77","EUR","false","nightly","77","€77","EUR","false","Private room in bed and breakfast","5","https://www.airbnb.com/rooms/24848979"
"Paris, Île-de-France, France","48.86817","2.37988","Beau et charmant F2 @ Ménilmontant avec balcon","3","78","€78","EUR","false","nightly","78","€78","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/52528811"
"Paris, Île-de-France, France","48.85","2.31048","Located well","5","78","€78","EUR","false","nightly","78","€78","EUR","false","Private room in bed and breakfast","4.5","https://www.airbnb.com/rooms/3734970"
"Paris, Île-de-France, France","48.82911","2.32493","Amazing view on Paris ! Peaceful place !","2","77","€77","EUR","false","nightly","77","€77","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/31082558"
"Paris, Île-de-France, France","48.86191","2.35007","Studio apartment in the heart of Paris","2","77","€77","EUR","false","nightly","77","€77","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/28431140"
"Saint-Ouen, Île-de-France, France","48.90909","2.33696","Charmant nid cosy à 2 pas des Puces de St Ouen","2","78","€78","EUR","false","nightly","78","€78","EUR","false","Entire condo","5","https://www.airbnb.com/rooms/51171109"
"Paris, Île-de-France, France","48.85897","2.3704","Studio proche marais. Tres belle vue","1","79","€79","EUR","false","nightly","79","€79","EUR","false","Entire condo","5","https://www.airbnb.com/rooms/32622741"
"Paris, Île-de-France, France","48.88082","2.34267","Appartement charmant entre Sacré Coeur et Opéra","2","77","€77","EUR","false","nightly","77","€77","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/44809233"
"Paris, Île-de-France, France","48.871","2.362","♥︎ Wonderful studio in the middle of Paris -2p- ♥︎","2","78","€78","EUR","false","nightly","78","€78","EUR","false","Room in serviced apartment","4.5","https://www.airbnb.com/rooms/32945807"
